message,category,token
Хамское поведение персонала управляющей компании жилсервис зжби персонал находится на рабочем месте без бейджиком начальника вечно нет на месте персонал отказывается сказать свою должность и фио начисление квартирной платы не кто не может починить ,3,хамский поведение персонал управлять компания жилсервис зжби персонал находится рабочий место бейджик начальник вечно место персонал отказываться сказать должность фио начисление квартирный плата мочь починить
 Здравствуйте С приходом весны и начало провединия городских субботников хотелось бы сообщить о наболевшем месте в городе Курске которое постоянно находится в неудовлетворительном санитарном состоянии Почему данное место нельзя немного благоустроить и поставить наконец-то на данном участке мусорные урны и контейнеры или закрепить за кем нибудь что бы данный участок поддерживался в удовлетворительном состоянии ,3,приход весна начать проведения городской субботник хотеться сообщить наболевший место город курск который постоянно находится неудовлетворительный санитарный состояние почему данный место немного благоустроить поставить наконец-то данный участок мусорный урна контейнер закрепить данный участок поддерживаться удовлетворительный состояние
Здравствуйте Работает фонарь но освещение полностью перекрыто ветками дерева высота большая самостоятельно очистить от веток не имеем возможности ,3,работать фонарь освещение полностью перекрыть ветка дерево высота больший самостоятельно очистить ветка иметь возможность
 Добрый день Моя дочка Платонова Анастасия Олеговна г р стоит на очереди в детских садах и по льготе т к муж военнослужащий В данный момент набор этого возраста больше не будет Обращались в комитет образования но ответа нет Очень прошу помочь в данной ситуации По семейным обстоятельствам нужно выйти на работу ,7,дочка платонов анастасия олегович стоить очередь детский сад льгота муж военнослужащий данный момент набор возраст большой обращаться комитет образование ответ просить помочь данный ситуация семейный обстоятельство нужный выйти работа
 Добрый день Просьба выполнить квалифицированный ремонт оборудования на детской площадке напротив го подъезда дома по ул я Песковская г Курск а именно ремонт детских качелей для недопущения получения детьми травм во время отдыха и прогулки Со слов представителей управляющей организации в их компании отсутствуют квалифицированные специалисты по ремонту детского игрового и спортивного оборудования Надеемся на скорейшее разрешение данной ситуации ,3,просьба выполнить квалифицированный ремонт оборудование детский площадка напротив го подъезд дом улица песковский курск именно ремонт детский качели недопущение получение ребенок травма время отдых прогулка слово представитель управлять организация компания отсутствовать квалифицированный специалист ремонт детский игровой спортивный оборудование надеяться скорый разрешение данный ситуация
 Необходим ямочный ремонт дороги ,0,необходимый ямочный ремонт дорога
 Хотелось что бы здание где распологается ЗАГС и архив преобрело современный фасад выполненный из керамогранитной плитки Неужели вы не понимаете что наше здание загса находится в учасгом состоянии тем что там даже фото нормальное нельзя сделать Надеюсь вы прислушаетесь к моему мнению и сделаете ремонт фасада ,3,хотеться здание располагаться загс архив приобрести современный фасад выполнить керамогранитный плитка неужели понимать здание загс находится участий состояние фото нормальный сделать надеюсь прислушаться мнение сделать ремонт фасад
 Здравствуйте От жителей села Верхнее Гуторово уже просто мамы высший пик возмущения Вопрос Дорога будет делаться опять зимой Почему ине производятся работы сейчас Наступил просто критический момент её состояния когда весь щебень вся земля и глина провели до такого МЕСИВА что даиба просел есть опасность съехать в реку там поттопление Машины д а же полноприводные НЕ ПРОЕЗЖАЮТ больше Как же так Испортить вконец дорогу Мы требуем начать незамедлительно действовать Хотя-бы засыпать несколько машин щебня до произведения дальнейших работ Мы дублирует письмо на Госуслугах и Действуем вместе В случае невыполнения готовим сразу письмо в Прокуратуру Мало того что раскопали нам поле используя глину вместо песка с карьера Теперь там котлован который надо засыпать А во вторых машины во время работ раскатали так дорогу что огромные ямы и Колеи с глубину до см там где дорога была просто накатана Итог Не сделали а все ИСПОРТИЛИ Срочно надо было исправить сразу же как испортили Такая работа никому не нужна Просим зарегистрировать наше письмо и ответить на него Нарушений по этому объекту тьма Поэтому так как терпение людей закончилось мы будем писать письмо в Прокуратуру на следующей неделе если не последуют конкретные действия С уважением Жители села Верхнее Гуторово ,0,житель село верхний гуторов просто мама высокий пик возмущение вопрос дорога делаться зима почему иня производиться работа наступить просто критический момент состояние весь щебень весь земля глина провести месиво таиб просесть опасность съехать река подтопление машина полноприводный проезжать большой испортить в конец дорога требовать начать незамедлительно действовать хотя-бы засыпать несколько машина щебень произведение дальнейший работа дублировать письмо госуслуга действовать вместе случай невыполнение готовить сразу письмо прокуратура мало раскопать поле использовать глина вместо песок карьер котлован который засыпать второй машина время работа раскатать дорога огромный яма колея глубина см дорога просто накатать итог сделать весь испортить срочный исправить сразу испортить работа никто нужный просить зарегистрировать письмо ответить нарушение объект тьма поэтому терпение человек закончиться писать письмо прокуратура следующий неделя последовать конкретный действие уважение житель село верхний гуторов
Добрый день Дорога дублёр проезд и проход к домам - во время строительства дома в году строительной техникой разрушена часть асфальтированной дороги на участке от дома до дома Собственник дома по улице Мирной Джабраилов Малик обещал восстановить покрытие Не восстановил до сих пор и с его слов не собирается Подъездная и пешеходная дорога к домам ежегодно разрушается тк целостность асфальтового покрытия нарушена на протяжении метров Прошу принять меры и восстановить дорожное покрытие для беспрепятственного доступа к домам ,0,дорога дублер проезд проход дом время строительство дом год строительный техника разрушить часть асфальтировать дорога участок дом дом собственник дом улица мирный джабраилов малик обещать восстановить покрытие восстановить сей пора слово собираться подъездный пешеходный дорога дом ежегодно разрушаться целостность асфальтовый покрытие нарушить протяжение метр просить принять мера восстановить дорожный покрытие беспрепятственный доступ дом
 У меня вопрос к администрации куда вы смотрели когда рисовали на здании неужели нельзя было этот кусочек выравнить штукатуркой Хотелось что бы вы заставили компанию переделать этот позор это некрасиво ФОТО взято с одной из группы ВК ,3,вопрос администрация смотреть рисовать здание неужели кусочек выровнять штукатурка хотеться заставить компания переделать позор некрасиво фото взять группа вк
Мусор свалка,16,мусор свалка
 Добрый день Помогите попасть в детский сад или Моя дочь Платонова Анастасия Олеговна г р Стоим на очереди в детские сады и по льготе т к муж военнослужащий Дата постановки на очередь Отмечались каждый год Когда отмечалась сказали что в этом году не попадем Но мне по семейным обстоятельствам нужно устраиваться на работу Мы проживаем по адресу Проспект победы Детские сады находятся в пешей доступности У меня нет возможности возить ребенка в другой детский сад т к ребенок плохо переносит поездки в транспорте А у мужа ненормированный рабочий день ,7,помочь попасть детский сад дочь платонов анастасия олегович стоить очередь детский сад льгота муж военнослужащий дата постановка очередь отмечаться каждый год отмечаться сказать год попасть семейный обстоятельство нужный устраиваться работа проживать адрес проспект победа детский сад находится пеший доступность возможность возить ребенок детский сад ребенок плохо переносить поездка транспорт муж ненормированный рабочий день
 Когда вы приобретете новые трамваи для города Когда прибудут московские трамваи Будте добры ответ дать датами - - ,8,приобрести новый трамвай город прибыть московский трамвай будет добрый ответ дать дата
 Нескошенная сорная растительность Прошу принять меры - - ,3,нескошенный сорный растительность просить принять мера
Дорожный знак около Политехнического сломан,0,дорожный знак около политехнический сломать
 Не посыпан тротуар по ул Гагарина от дома до дома по ул Энергетиков вдоль дороги ,0,посыпать тротуар улица гагарин дом дом улица энергетик вдоль дорога
Здравствуйте Вот в таком состоянии находится большая часть елей в сквере ,3,состояние находится больший часть ель сквер
Добрый вечер как можно записаться на соц контракт,6,записаться соц контракт
 Здравствуйте Просим оказать любую посильную помощь для переселенцев с Украины нет статуса беженцы Великоредчанина Антонина Федоровна пенсионер и ее дочь Сороцкая Любовь Витальевна В данный момент Великоредчанина А Ф оформляет ВНЖ получит только через месяца пенсию получит только после того как оформит ВНЖ и не сразу сказали что еще нужно будет ждать несколько месяцев Ее дочь Сороцкая Л В ВНЖ не оформляет т к ей нужно вернуться на Украину Квартира есть но требует ремонта покраска пола поклейка обоев минимальный ремонт в ванной Денег на ремонт нет нет денег на еду лекарства Просим рассмотреть возможность оказания любой помощи продуктовый набор помощь в ремонте краска для пола лекарства Любой помощи будем благодарны Телефон для связи Сороцкая Любовь Витальевна адрес нахождения г Курчатов ул Ленинградская этаж Заранее спасибо ,10,просить оказать любой посильный помощь переселенец украина статус беженец великоредчанин антонина федорович пенсионер дочь сороцкий любовь витальевич данный момент великоредчанин оформлять внж получить месяц пенсия получить оформить внж сразу сказать нужный ждать несколько месяц дочь сороцкий внж оформлять нужный вернуться украина квартира требовать ремонт покраска пол поклейкой обои минимальный ремонт ванная деньга ремонт деньга еда лекарство просить рассмотреть возможность оказание любой помощь продуктовый набор помощь ремонт краска пол лекарство любой помощь благодарный телефон связь сороцкой любовь витальевич адрес нахождение курчатов улица ленинградский этаж заранее спасибо
В адрес УК ПАРКОВАЯ было направлено обращение Являясь жильцом дома обслужающего вашей УК по адресу Элеваторный переулок добросовестно оплачивающим каждый месяц выставленные УК счетами на ремонт и содержания нашего жилья прошу дать разъяснения по следующим вопросам Когда будут чистить и убирать преддомовую дорогу от снега и сыпать песком когда скользко Порожки при входе в подъезд не убираются не обрабатываются ни чем на них гололед С коляской и ребенком без опасения упасть- не пройти не проехать Кем регламентирован такой большой срок установки водонагревателя в нашем доме без отсутствие горячей воды на период с января по января Установка водонагревателя занимает по времени недели Меры применяемые связи с эпидемиологической обстановкой ни каким образом не влияют на оплату нами выставленных вами счетов тем более не являются основанием для такого большого периода установки нагревателя Сейчас зимней период времени как вы себе представляет отключение горячей воды на такой срок с учетом проживания с маленькими детьми Решения данной проблемы и ответа от УК ПАРКОВАЯ не поступило ,3,адрес ук парковый направить обращение являясь жилец дом обслуживающий ук адрес элеваторный переулок добросовестно оплачивать каждый месяц выставить ук счет ремонт содержание жилье просить дать разъяснение следующий вопрос чистить убирать придомовой дорога снег сыпать песок скользко порожек вход подъезд убираться обрабатываться гололед коляска ребенок опасение пройти проехать регламентировать большой срок установка водонагреватель дом отсутствие горячий вода период январь январь установка водонагреватель занимать время неделя мера применять связь эпидемиологический обстановка образ влиять оплата выставить счет являться основание большой период установка нагреватель зимний период время представлять отключение горячий вода срок учет проживание маленький ребенок решение данный проблема ответ ук парковый поступить
 В АО ЛЬГОВСКОЕ ДЭП есть автобус САРЗ- В КС прошу Вас наклеить на автобус название или эмблему предприятия убрать с двери надпись Курск ,8,ао льговское дэп автобус кс просить наклеить автобус название эмблема предприятие убрать дверь надпись курск
 Прошу Вас почистить дороги и обочины в мик-не Льгов Дороги вообще не почижены ,0,просить почистить дорога обочина мик-не льгов дорога вообще почить
 Уже почти два месяца дети и подростки тащат всякий мусор к дому ул Ленина Они там устроили место для своих посиделок Управляющая компания не реагирует а между тем мусора становится все больше Фото сделаны чуть раньше но место и сейчас выглядит так же ,16,месяц ребенок подросток тащить всякий мусор дом улица ленин устроить место посиделки управлять компания реагировать мусор становиться фото сделать ранний место выглядеть
В пгт Черемисиново по ул Красной совершенно отсутствует тротуар что всячески нарушает законодательство РФ В связи с отсутствием пешеходной зоны ежедневно подвергается опасности жизнь и здоровье граждан проживающих на данной улице а так же жителей посёлка -дети ежедневно ходят в школу С коляской совершенно невозможно пройти не выходя на проезжую часть А это часть автомобильной дороги межмуниципального значения Курск -Касторное где за сутки проходит очень большой поток машин Прошу незамедлительно принять меры по данному вопросу ,3,пгт черемисиново улица красный совершенно отсутствовать тротуар всячески нарушать законодательство рф связь отсутствие пешеходный зона ежедневно подвергаться опасность жизнь здоровье гражданин проживать данный улица житель поселок ежедневно ходить школа коляска совершенно невозможный пройти выходить проезжий часть часть автомобильный дорога межмуниципальный значение курск сутки проходить большой поток машина просить незамедлительно принять мера данный вопрос
Дом книги - объект культурного наследия Буква О скоро упадёт на голову людям Проведите срочные противоаварийные работы барельефа ,5,дом книга объект культурный наследие буква скоро упасть голова человек провести срочный противоаварийный работа барельеф
Здравствуйте ветки дерева полностью закрывают освещение Это возле второго подъезда прям на повороте,3,ветка дерево полностью закрывать освещение возле второй подъезд прям поворот
Неудовлетворительное содержание улицы поломана большая часть ограждения на дорожках и отводных каналах на мосту грязь и кучи песка поломаный отбойник вдоль дороги мусор,3,неудовлетворительный содержание улица поломать больший часть ограждение дорожка отводный канал мост грязь куча песок поломанный отбойник вдоль дорога мусор
Управляющая компания на незаконных основаниях подписи большинства проголосовавших за обслуживание дома не внушают доверия смотрел договор многие кто подписывался по факту не подписывали прошу прокуратуру провести проверку о подлинности договора ,3,управлять компания незаконный основание подпись большинство проголосовать обслуживание дом внушать доверие смотреть договор многие подписываться факт подписывать просить прокуратура провести проверка подлинность договор
 По жалобе гражданина Халявина проживающего по улице Краснополянской города Курска ноября года состоялось выез представителей администрации по вопросу организации дорожного движения по улице Парковой на участке от улицы Обоянская и Краснополянская по жалобе ОДНОГО жильца - Халявина На встрече присутствовали несколько жителей пенсионеров в - причем время было выбрано так чтобы участвовало как можно меньше жильцов На данной встрече было принято решение об организации вместо двух стороннего движения применить одностороннее движение на участке улицы парковая между улицы Обоянская и Краснополянская Считаю данная встреча и принятое решение было принято без всеобщего обсуждения и напрямую затрагивают и ущемляют права жильцов улиц Монтажников Прилужной Лучистой так как Улица Монтажников является тупиковой и заезд только с улицы Парковой и нет заезда с улицы Народной мало того принятое решение запрещает проезд к дому Парковая дом так как жильцы дома будут вынуждены заезжать через двор дома Парковая Введение одностороннего движения на данном участке полностью не позволяет парковку машин лиц которые приезжают в нотариальную контору Промышленного округа Мало того введение одностороннего движения затрагивает право жильцов вышеперечисленных улиц на быстрый приезд Сокрой помощи пожарных которые приезжают по короткому пути а теперь из-за жалобы одного жильца Халявина который не имеем машины вынуждены будут ехать через Народную По данному факту была написана жалоба на которую был получен ответ Комитета дорожного строительства от декабря года согласно которому Решение об организации дорожного движения по улице Парковая был приостановлен НА сегодня марта года Комитет дорожного строительства города Курска без учета мнения жителей улиц Монтажников Прилужной и т д Опять по жалобе гражданина Халявина который не имеет машины опять принято решение об образовании одностороннего движения по улице Парковой от улицы Обоянской до Краснополянской Считаю Решение администрации введение одностороннего движения на участке улицы Парковой между Обоянской и Краснополянской города Курска не обоснованным приняты без всенародного обсуждения жильцов которых непосредственного это касается а также препятствующим быстрому приезду скорой помощи Требую данное решение приостановить и оставить на данном участке двухстороннее движение Письмо со списком жильцов домов улицы Монтажников отравлены в Комитет дорожного хозяйства города Курска и В Прокуратуру города Курска ,0,жалоба гражданин халявин проживать улица краснополянский город курск ноябрь год состояться выезд представитель администрация вопрос организация дорожный движение улица парковый участок улица обоянский краснополянский жалоба жилец халявин встреча присутствовать несколько житель пенсионер причем время выбрать участвовать меньше жилец данный встреча принять решение организация вместо сторонний движение применить односторонний движение участок улица парковый улица обоянский краснополянский считать данный встреча принять решение принять всеобщий обсуждение напрямую затрагивать ущемлять право жилец улица монтажник прилужная лучистый улица монтажник являться тупиковый заезд улица парковый заезд улица народный мало принять решение запрещать проезд дом парковый дом жилец дом вынудить заезжать двор дом парковый введение односторонний движение данный участок полностью позволять парковка машина лицо который приезжать нотариальный контора промышленный округ мало введение односторонний движение затрагивать право жилец вышеперечисленный улица быстрый приезд сокрыть помощь пожарный который приезжать короткий путь жалоба жилец халявин который иметь машина вынудить ехать народный данный факт написать жалоба который получить ответ комитет дорожный строительство декабрь год согласно который решение организация дорожный движение улица парковый приостановить сегодня март год комитет дорожный строительство город курск учет мнение житель улица монтажник прилужная жалоба гражданин халявин который иметь машина принять решение образование односторонний движение улица парковый улица обоянский краснополянский считать решение администрация введение односторонний движение участок улица парковый обоянский краснополянский город курск обоснованный принять всенародный обсуждение жилец который непосредственный касаться также препятствовать быстрый приезд скорый помощь требовать данный решение приостановить оставить данный участок двухсторонний движение письмо список жилец дом улица монтажник отравить комитет дорожный хозяйство город курск прокуратура город курск
 Пешеходный переход небезопасный Светофор расположен так что машины которые движутся в направлении Белгорода и находятся в крайне левом ряду вообще не видят свет и очень часто проезжают на красный Почему это так Слева блокируется обзор на светофор которые расположен справа а если там совершает остановку грузовой транспорт - обзор становится нулевым Продумайте установку светофора хотя б так как реализован на следующем столбе после пешеходного перехода По направлению г Белгород или натяните между столбами столб чтобы можно было и знаки там разместить ,0,пешеходный переход небезопасный светофор расположить машина который двигаться направление белгород находится крайне левый ряд вообще видеть свет часто проезжать красный почему слева блокироваться обзор светофор который расположить справа совершать остановка грузовой транспорт обзор становиться нулевой продумайте установка светофор хотя реализовать следующий столб пешеходный переход направление белгород натяните столб столб знак разместить
 Добрый день во дворе дома на территории предназначенный для газона клумб и детской площадки стоят автомобили прошу провести проверку по данному факту и поставить ограждение для неродивых автомобилистов ,0,двор дом территория предназначить газон клумба детский площадка стоять автомобиль просить провести проверка данный факт поставить ограждение нерадивый автомобилист
При сильных дождях потоки воды идущие по дороге переливают через край идут потоком во двор и затапливают подвальный этаж Каждый раз ждем ливня с ужасом Прошу нарастить борт асфальта на изгибе дороги у дома по ул Скорятина ,3,сильный дождь поток вода идти дорога переливать край идти поток двор затапливают подвальный этаж каждый ждать ливень ужас просить нарастить борт асфальт изгибе дорога дом улица скорятина
Отсутствует дорога на улице,0,отсутствовать дорога улица
Добрый день Рядом с лестницей ведущей от Европа- с дому Хуторская а слева склон полностью зарос сорнякам и ветками Там уже полгода не убирают большую сломанную ветку На мое предыдущее обращение реакции не было Прошу вырубить поросль ветки убрать сухие и сломанные ветки убрать мусор со склона,3,рядом лестница ведущий дом хуторской слева склон полностью зарасти сорняк ветка полгода убирать больший сломать ветка предыдущий обращение реакция просить вырубить поросль ветка убрать сухой сломать ветка убрать мусор склон
Надрыв креплений контактной сети троллейбусов До каких пор будут эти железяки висеть над головами прохожих Обещали устранить го числа Уже июля ,3,надрыв крепление контактный сеть троллейбус пора железяка висеть голова прохожий обещать устранить го число июль
 - Добрый день - июля года я был направлен на прохождения обучения и получения дополнительного образования по направлению органов службы занятости населения в ГАОУ ДПО - Курской области Курский областной центр подготовки и переподготовки кадров ЖКХ на оператора котельной От даты постановки на учёт по безработице и до июля я активно искал работу у меня трое детей и прожить на одно пособие просто не возможно - июля года я официально трудоустроился - В соответствии с законом РФ при направлении безработного гражданина на профессиональное обучение он считается занятым В случае если в этом периоде безработный гражданин самостоятельно трудоустроился но продолжает профессиональное обучение регулярно посещает занятия выполняет объем учебной программы этот гражданин имеет право на оплату обучения и выплату стипендии за счет средств службы занятости - августа года мной в ЦЗН Октябрьского района Курской области был предоставлен приказ с места работы на что руководитель ответил мне что я не имел права трудоустраиваться и теперь должен вернуть деньги за обучение и медкомиссию а также прекращается моё обучение и выплата стипендии - Согласно приказу Минтруда России от н Об утверждении Правил в соответствии с которыми органы службы занятости осуществляют социальные выплаты гражданам основаниями для принятия сотрудниками центра занятости населения решения о прекращении выплаты стипендии является истечение периода обучения гражданина самовольное прекращение обучения смерть обучаемого и т д - Трудоустройство гражданина во время прохождения обучения по направлению органов службы занятости населения не является основанием для отчисления обучаемого и возврата стипендии - августа в моем личном кабинете на сайте Комитета по труду и занятости Курской области я обнаружил приказ от г о снятии с учёта Т е получается я учился и состоял на учёте в качестве безработного одновременно И назначена выплата пособия по безработице в размере рублей за период с по года Приказа о назначении стипендии и направление на обучение я так и не увидел - На основание вышеизложенного я считаю что действия центра занятости - это прямое нарушение моих прав и действующего закона В связи с этим ПРОШУ - провести проверку по изложенным фактам - применить в отношении сотрудников допустивших нарушение закона меры дисциплинарного взыскания - уведомить о принятом решении на электронный адрес ,14,июль год направить прохождение обучение получение дополнительный образование направление орган служба занятость население гаоу дпо курский область курский областной центр подготовка переподготовка кадр жкх оператор котельная дата постановка учет безработица июль активно искать работа трое ребенок прожить пособие просто возможный июль год официально трудоустроиться соответствие закон рф направление безработный гражданин профессиональный обучение считаться занятой случай период безработный гражданин самостоятельно трудоустроиться продолжать профессиональный обучение регулярно посещать занятие выполнять объем учебный программа гражданин иметь право оплата обучение выплата стипендия счет средство служба занятость август год цзн октябрьский район курский область предоставить приказ место работа руководитель ответить иметь право трудоустраиваться должный вернуть деньга обучение медкомиссия также прекращаться обучение выплата стипендия согласно приказ минтруд россия утверждение правило соответствие который орган служба занятость осуществлять социальный выплата гражданин основание принятие сотрудник центр занятость население решение прекращение выплата стипендия являться истечение период обучение гражданин самовольный прекращение обучение смерть обучать трудоустройство гражданин время прохождение обучение направление орган служба занятость население являться основание отчисление обучать возврат стипендия август личный кабинет сайт комитет труд занятость курский область обнаружить приказ снятие учет получаться учиться состоять учет качество безработный одновременно назначить выплата пособие безработица размер рубль период год приказ назначение стипендия направление обучение увидеть основание вышеизложенный считать действие центр занятость прямой нарушение право действовать закон связь просить провести проверка изложить факт применить отношение сотрудник допустить нарушение закон мера дисциплинарный взыскание уведомить принять решение электронный адрес
