message,category,token
"Не работает фонарь в сквере Изумрудный, рядом с газовой станцией",3,работать фонарь сквер изумрудный рядом газовый станция
"Отказ принятия заявки аварийной службой, чьи номер телефона и название указаны в квитанции, сославшись на то, что они наш дом не обслуживают",3,отказ принятие заявка аварийный служба чей номер телефон название указать квитанция сослаться дом обслуживать
<p>Добрый день вынужден обратится к Вам повторно прошло более месяца как я обратился к главе поселения Скулкову с письменным &nbsp;заявлением по проблеме уличного освещения. К большому сожалению ответа от выше указанного господина не последовала. В телефоном разговоре Скулков .С.Г.предложил собрать деньги с населения .предполагаю что заявления было прочитано не внимательно так как на нашей улице проживают одни пенсионеры с кого он собирается собрать Народный бюджет. Помогите разобраться</p>,3,вынужденный обратиться повторно пройти месяц обратиться глава поселение письменный заявление проблема уличный освещение большой сожаление ответ высоко указать господин последовать телефон разговор предложить собрать деньга население предполагаю заявление прочитать внимательно улица проживать пенсионер собираться собрать народный бюджет помогите разобраться
"При выезде на главную дорогу с дворовой территории между домами по адресу пр-кт А.Дериглазова 13 и 9 из-за заросшего кустарника, растущего возле деревьев, не видно машин, двигающихся со стороны п.Искры в сторону города.",3,выезд главный дорога дворовый территория дом адрес пр-кт зарасти кустарник расти возле дерево видно машина двигаться сторона искра сторона город
"<p>Стоит старенький, почти разрушенный дом, вокруг которого местные жители сделали сварку и отхожее место. Наблюдаю уже эту помойку не один год. Раньше хотя бы забор дома немого скрывал этот ужас, но его, видимо, разобрали маетные жители на доски… Из-за ветра, весь мусор летит в парк Железнодорожников и на Привокзальную площадь.&nbsp;</p>",16,стоить старенький разрушить дом вокруг который местный житель сделать сварка отхожий место наблюдать помойка год ранний хотя забор дом немой скрывать ужас видимо разобрать маетный житель доска ветер весь мусор лететь парк железнодорожник привокзальный площадь
"<p>Неоднократно обращались по поводу расчистки дороги на улице &nbsp;Разина. Но на наши просьбы не реагируют. Улица с горкой после дождя и снега &nbsp;ни проехать, ни пройти. Из &nbsp;за не чищеной дороги мусор не вывозиться, а складируется</p>",0,неоднократно обращаться повод расчистка дорога улица просьба реагировать улица горка дождь снег проехать пройти иза чищеной дорога мусор вывозиться складироваться
"Старый тополь у дороги по Маяковского, на нём сломанный сухие ветки с угрозой падения.",3,старый тополь дорога оно сломать сухой ветка угроза падение
"Здравствуйте! Ребёнку исполнилось полтора года в феврале. С 1 марта уволилась с работы по соглашению сторон. Хотела встать на биржу. Вопрос, за какие месяца мне нужна справка о доходах? За последние 3 (там только детское пособие). Или за последних 3 мес до декрета? Справка 2ндфл? Или по форме биржи? Заранее благодарю P. S. Тематику вопроса не смогла подобрать точно, поэтому выбрала то, что касалось цзн",10,ребенок исполниться полтора год февраль март уволиться работа соглашение сторона хотеть встать биржа вопрос месяц нужный справка доход последний детский пособие последний мес декрет справка ндфл форма биржа заранее благодарить тематика вопрос смочь подобрать точно поэтому выбрать касаться цзн
"<p>Добрый день. Хочу обратить внимание на все еще плохое ненадлежащее качество дорог в Курской области. В минувшие выходные, а именно поздно вечером в пятницу, 18.06.2021 года по пути к родственникам, я повредила два колеса своего автомобиля и 2 литых диска, угодив в одну из больших ям на ул. Ленина, п Кшенский, Советского района Курской области (близ магазина “Вкусно так”) в виду отсутствия на улице освещения. Ремонт колес и дисков обошелся мне в существенную сумму денег. Хочу отметить, что выбоины и значительные ямы расположены и далее по улице ( вблизи магазина “КБ”).&nbsp;</p><p>Прошу Вас проинформировать меня об ответственных за данный участок дороги, а так же посодействовать в решении вопроса по ремонту дороги по указанному адресу и отсутствию освещения.&nbsp;</p>",0,хотеть обратить внимание плохой ненадлежащий качество дорога курский область минувший выходной именно поздно вечер пятница год путь родственник повредить колесо автомобиль литой диск угодить больший яма улица ленин кшенский советский район курский область близ магазин вкусно вид отсутствие улица освещение ремонт колесо диск обойтись существенный сумма деньга хотеть отметить выбоина значительный яма расположить далее улица вблизи магазин кб просить проинформировать ответственный данный участок дорога посодействовать решение вопрос ремонт дорога указать адрес отсутствие освещение
"<p>Автомобильная дорога от поворота на Халино до военного городка имеет повреждения проезжей части- ямы. Отсутствует дорожная разметка. От ул. Рябиновой (второе поле СНТ “Березка”) далеко находиться остановка в город, приходиться идти по проезжей части 150 м. до остановки. &nbsp;Машины мчаться со скоростью свыше 80 км/ч и на обгон. Знаки ограничения скорости, отсутствуют.</p>",0,автомобильный дорога поворот халино военный городок иметь повреждение проезжий яма отсутствовать дорожный разметка улица рябиновый второй поле снт березка далеко находиться остановка город приходиться идти проезжий часть остановка машина мчаться скорость свыше километр обгон знак ограничение скорость отсутствовать
"Добрый день!  На протяжение месяца не могу пройти обследование (по месту жительства) в поликлинике №6 назначенное аллергологом-иммунологом БМУ `КОЛБ` 27.07.2021  НАЗНАЧЕНО:  - конс. гастроэнтеролога,эндокринолога (НЕ пройдено, направление не дали)  - ФГДС (НЕ сделано)  ​ ​ - УЗИ органов брюшной полости (сделано 20.08.2021 г)  - БАК (о.белок, билирубин, АСТ, АЛТ, ЛДГ, ЩФ, мочевина креатинин, мочевая кислота) (сделано 26.08.2021 г)  - ат к гельминтам, лямблиям, Н. pulori (НЕ сделано)  - LgЕ общий (НЕ сделано )  С результатами вышеперечисленных исследований необходимо было явиться на прием к доктору через 2 недели. (соответственно все сроки вышли)  Для того что бы получить необходимые направления, нужно попасть к терапевту, мне это удалось 03.08.2021 (по записи) получил направление только на: БАК (о.белок, билирубин, АСТ, АЛТ, ЛДГ, ЩФ, мочевина креатинин, мочевая кислота).  Для того, что бы сделать УЗИ​ вынужден был пойти 10.08.2021 к зам.главного врача Скакали С.Ю., (сделано 20.08.21) она же написала направление на ФГДС в ЖД больницу с открытой датой, сообщила, что перезвонит и скажет в какой день и время меня смогут там принять, но сегодня уже 08.09.2021​ -звонка нет, телефон поликлиники (26-03-30) не отвечает.  Так же по двум другим анализам​ мне обещали перезвонить и выдать направление в клинику в которой проводятся данные исследования ( ат к гельминтам, лямблиям, Н. pulori (НЕ сделано), LgЕ общий (НЕ сделано )) - так же нет звонка до сих пор.  По анализам необходимы мне по эндокринологическому заболеванию (отсутствует доля щитовидной железы) ТТГ, Т3, Т4 свободный, мне эндокринолог обещала перезвонить еще в июле.,​ (За 3 года данные анализы в поликлинике не удалось сдать ни разу!)  Прошу провести проверку и привлечь ответственных сотрудников к ответственности за халатное ношение к своим должностным обязанностям и наплевательское отношение к пациентам.",4,протяжение месяц мочь пройти обследование место жительство поликлиника назначить аллерголог-иммунолог бму колба назначить конс гастроэнтеролог эндокринолог пройти направление дать фгдс сделать узи орган брюшной полость сделать бак белок билирубин аста алта лдг щф мочевина креатинин мочевой кислота сделать ата гельминт лямблия сделать общий сделать результат вышеперечисленный исследование необходимый явиться прием доктор неделя соответственно весь срок выйти получить необходимый направление нужный попасть терапевт удаться запись получить направление бак белок билирубин аста алта лдг щф мочевина креатинин мочевой кислота сделать узи вынужденный пойти зам главный врач сделать написать направление фгдс жд больница открытый дата сообщить перезвонить сказать день время смочь принять сегодня телефон поликлиника отвечать анализ обещать перезвонить выдать направление клиника который проводиться данные исследование ата гельминт лямблия сделать общий сделать звонок сей пора анализ необходимый эндокринологический заболевание отсутствовать доля щитовидный железа ттг свободный эндокринолог обещать перезвонить июль год дать анализ поликлиника удаться сдать просить провести проверка привлечь ответственный сотрудник ответственность халатный ношение должностной обязанность наплевательский отношение пациент
"<p>Хотелось что бы в муниципальном транспорте курсирующего по маршруту Льгов (ЦЕНТР) - д. Шерекино появился терминал для безналичной формы оплаты. Желательно что бы он был прикреплен на видном месте, что бы пассажиры смогли самостоятельно оплачивать проезд не мешая водителю. &nbsp;Иногда водителиотказываются принимать карты ссылаясь на плохую работу интернета, уведомите пожалуйста перевозчиков что деньги можно списать за проезд не только онлайн но иофлайн, т.е. деньги с карьы будут списываться в конце рабочего дня. Такая система внедрена во многих городах. Надеюсь на то что вы обсудите данный вопрос с перевозчиками и что терминалы для безналичного способа оплаты появятся на видных местах (поручнях).&nbsp;</p><p>И желательно что бы на стеклах перед входом в автобус появились стикеры о том что `тут принимают картой` это гороздо станет удобнее и пассажиру сразу будет ясно можно ли оплатить картой или нельзя.&nbsp;</p>",8,хотеться муниципальный транспорт курсировать маршрут льгов центр шерекино появиться терминал безналичный форма оплата желательный прикрепить видный место пассажир смочь самостоятельно оплачивать проезд мешать водитель водителиотказываться принимать карта ссылаясь плохой работа интернет уведомить пожалуйста перевозчик деньга списать проезд онлайн иофлайн деньга карь списываться конец рабочий день система внедрить многий город надеяться обсудить данный вопрос перевозчик терминал безналичный способ оплата появиться видный место поручень желательный стекло вход автобус появиться стикер принимать карта гороздый стать удобнее пассажир сразу ясно оплатить карта
"<p>Прошу обратить внимание администрацию магазина ЛИНИЯ на грязные тележки, учитывая нынешнюю проблему эпидобстановки, к тележкам в магазине ЛИНИЯ страшно прикасаться. Прошу навести порядок!</p>",13,просить обратить внимание администрация магазин линия грязный тележка учитывать нынешний проблема эпидобстановки тележка магазин линия страшно прикасаться просить навести порядок
Необходимо выкосить сорняки,3,необходимый выкосить сорняк
<p>На прилегающая к дому территория не очищена от снега.</p>,3,прилегать дом территория очистить снег
"Огромная свалка мусора ! Весь холм усыпан мусором. Холмы должны быть нашем туристическим брендом , а они все в свалках.",16,огромный свалка мусор весь холм усыпать мусор холм должный туристический бренд свалка
"<p><span style=`background-color:rgb(255,245,245);color:rgb(85,85,85);`>Здравствуйте. Маршрут 452 Автовокзал → пос. им. Маршала Жукова. &nbsp;Автобус № н347кн. Ситуация случилась 09.03.2021 между 18:40 и 19:00. Водитель использует ненормативную лексику, без маски, повышает голос, а именно кричит. Цитирую: `Кто ты такая, что бы я с тобой нормально разговаривал. Может тебя еще в задницу поцеловать.` Это лишь малая часть, как разговаривал водитель данного маршрута. На просьбу не повышать голос, стал еще более агрессивно реагировать. Столько мата и криков мне не приходилось слышать никогда.&nbsp;</span><br><span style=`background-color:rgb(255,245,245);color:rgb(85,85,85);`>Телефон указанный в салоне, для связи с `хозяином`, как выразился водитель: 903 874 17 24 не отвечает. Примите пожалуйста меры. Неужели оскорбления и хамство это норма?</span><br><span style=`background-color:rgb(255,245,245);color:rgb(85,85,85);`>Подобное поведение не приемлемо для такого города как Курск. Спасибо.</span></p><p>&nbsp;</p>",8,маршрут автовокзал пос имя маршал жуков автобус кн ситуация случиться водитель использовать ненормативный лексика маска повышать голос именно кричать цитировать нормально разговаривать мочь задница поцеловать лишь малый часть разговаривать водитель данный маршрут просьба повышать голос стать агрессивно реагировать столько мат крик приходиться слышать телефон указать салон связь хозяин выразиться водитель отвечать примите пожалуйста мера неужели оскорбление хамство норма подобный поведение приемлемый город курск спасибо
"<p>Добрый день!</p><p>Ссылаясь &nbsp;на ваш источник информации с 1 сентября у Вас ожидается повышения пассажиропотока на железнодорожном транспорте. Хотелось бы что бы вы в на станции Рышково установили билетопечатающий автомат с безналичным расчетом, это позволит пассажирам купить билет заранее. Хотелось бы также узнать и увидеть информацию о работе вокзала. Билетопечатающая установка могла бы разместиться у окна там где была раньше касса. Хотесь бы еще увидеть билетопечатающий апарат на ст.Курск, в Курске позволит разгрузить очереди и улучшить качество обслуживания пассажиров.</p>",8,ссылаться источник информация сентябрь ожидаться повышение пассажиропоток железнодорожный транспорт хотеться станция рышково установить билетопечатающий автомат безналичный расчет позволить пассажир купить билет заранее хотеться также узнать увидеть информация работа вокзал билетопечатающий установка мочь разместиться окно ранний касса хотесь увидеть билетопечатающий апарат ст курск курск позволить разгрузить очередь улучшить качество обслуживание пассажир
"<p>Здравствуйте. По улице Чехова толтко что проложили новое асфальтовое покрытие. Проблема в том, что пешеходам по ней передвигатся крайне небезопасно. Школьники близлежащих улиц передвигаются по обочине, которой теперь и вовсе нет, в первые же осадки она превратится в глубокую длинную лужу.</p>",0,улица чехов толтко проложить новый асфальтовый покрытие проблема пешеход передвигатся крайне небезопасно школьник близлежащий улица передвигаться обочина который вовсе первый осадок превратиться глубокий длинный лужа
"<p>Ул. Прежевальского не разу не чистилась, нам как передвигаться по уже замёрзшей каши, которая образовалась из за машин?&nbsp;</p>",0,улица чиститься передвигаться замерзнуть каша который образоваться машина
"Открытый люк, прикрыт гнилым палетом.",3,открытый люк прикрыть гнилой палет
"<p>Комитет транспорта и дорог прошу Вас рассмотреть мою жалобу.&nbsp;</p><p>Хотелось что бы вы выполнили работы по установки пешеходного перехода и сделали тротуар от этого пешеходного перехода к ОП 404 КМ, и что бы РЖД тоже сделала настил от тротуара непосредственно к самой платформе. Также в условиях недостаточной видимости (подъем на горку) около пешеходного перехода надо сделать мигающий оранжевым цветом светофор.</p>",0,комитет транспорт дорога просить рассмотреть жалоба хотеться выполнить работа установка пешеходный переход сделать тротуар пешеходный переход оп километр ржд сделать настил тротуар непосредственно платформа также условие недостаточный видимость подъем горка около пешеходный переход сделать мигать оранжевый цвет светофор
"<p>Прошу Вас выдать новые автомобили скорой помощи в Льговскую ЦРБ. Многие регионы уже покупают новые автомобили УАЗ, хотелось что бы вы тоже такие же закупили. Также пора уже выдать Льговской ЦРБ <span style=`background-color:rgb(255,255,255);color:rgb(33,33,33);`>реанимационную машину.</span></p>",4,просить выдать новый автомобиль скорый помощь льговский црб многий регион покупать новый автомобиль уаз хотеться закупить также пора выдать льговский црб реанимационный машина
"Здравствуйте. 9 марта подала документы в мфц на Энгельса  на подтверждение состава семьи и дохода семьи для продления пособия на ребёнка 181,13р
Информации о приостановке, отказе, удовлетворительном решении не получила. Прошу сообщить результат услуги.
Кондрашова Юлия Михайловна. Получаю пособие на троих детей",10,март подать документ мфц энгельс подтверждение состав семья доход семья продление пособие ребенок информация приостановка отказ удовлетворительный решение получить просить сообщить результат услуга получать пособие трое ребенок
"<p>За 2 года покрытие дороги на Васильковой улице покрылось ямами. Проблема передвижения автомашин и пешеходов. Особенно пешеходам приходится обходить ямы полные водой &nbsp;и уворачиваться, чтобы их не обрызгали грязью. Обочина вся в грязи в дождь и пыльная в жару, идти по ней трудно. Ширина дороги не позволяет разъехаться двум машинам им приходиться выезжать на обочину. &nbsp;Автомобили проваливаются в покрытые водой ямы. Движение достаточно интенсивное т.к. по Васильковой улице улице едут со Степной улицы, срезая путь на Магистральную улицу, где много частных домов. &nbsp;Прошу сделать хотя-бы ямочный ремонт.</p>",0,год покрытие дорога васильковый улица покрыться ям проблема передвижение автомашина пешеход особенно пешеход приходиться обходить яма полный вода уворачиваться обрызгать грязь обочина весь грязь дождь пыльный жара идти трудный ширина дорога позволять разъехаться машина приходиться выезжать обочина автомобиль проваливаться покрыть вода яма движение достаточно интенсивный васильковый улица улица ехать степной улица срезать путь магистральный улица частный дом просить сделать хотя-бы ямочный ремонт
<p>Добрый день! Как можно записаться на материальную помощь малоимущей семье? Ни где не нашла такой информации.</p>,10,записаться материальный помощь малоимущий семья найти информация
"<p>С 8 час. утра невозможно уехать в сторону центра. &nbsp;Маршруток практически нет, то что идет забито до отказа.</p>",8,час утро невозможный уехать сторона центр маршрутка практически идти забить отказ
"<p>Здравствуйте, на пересечении улиц Краснополянская и Дружбы имеется ужасный тротуар. Земельная насыпь выше по уровню чем тротуар и регулярно вся грязь собирается под ногами. При дожде вся грязь течёт под ноги и получается непроходимое болото. А так же после покоса травы всё это осталось на тротуаре. Просим установить бордюры по краям земляной насыпи, и убрать скошеную траву с тротуара.&nbsp;</p>",3,пересечение улица краснополянский дружба иметься ужасный тротуар земельный насыпь выше уровень тротуар регулярно весь грязь собираться нога дождь весь грязь течь нога получаться непроходимый болото покос трава весь остаться тротуар просить установить бордюр край земляной насыпь убрать скошеный трава тротуар
"<p>Когда нам покрасят траву на улице Литейной, около 19 дома. Уже невозможно стало, трава выше моего роста. Там уже ужи начали ползать, надо ещё что бы гадюки начали ползать. Прошу покосить траву. &nbsp;Будте добры также указать срок покоса травы.&nbsp;</p>",3,покрасить трава улица литейный около дом невозможный стать трава выше рост начать ползать гадюка начать ползать просить покосить трава добры также указать срок покос трава
"<p>Отсутствие полноценной дороги,щебень весь размыт,сколы от крупной фракции на машинах</p>",0,отсутствие полноценный дорога щебень весь размыть скол крупный фракция машина
"Треснул люк. Дети чуть не провалились, установите стальной или полимерный люк.",3,треснуть люк ребенок провалиться установить стальной полимерный люк
"Когда начнётся и закончится строительство следующих этапов в парке п. Кшенский???  В прошлом году начали реконструкцию парка , была информация что в этом должны закончить, но никаких сроков и конкретных дат нигде нет. Спасибо.",3,начаться закончиться строительство следующий этап парк кшенский прошлый год начать реконструкция парк информация должный закончить никакой срок конкретный дата нигде спасибо
Въезд во двор по улице Горького 67 полностью размыло ливнем,0,въезд двор улица горький полностью размыть ливень
"<p>Здравствуйте, не так давно в очередной раз писала о проблеме аварийных деревьев. Ул. Цветочная , напротив дома 56А.Два огромных дерева, ветки которых практически виснут на проводах. Рядом находится трансформатор, ход к которому также заблокирован порослями кустарников. В предыдущий раз , обратившись с этой проблемой, мне прислали письмо о том что до 31 марта текущего года будет произведены работы по опиливанию деревьев. Сейчас уже май , никаких движений нет. Кто ответственный за выполнение распоряжений? Или эти документы просто пишет для моего спокойствия? прилагаю копию письма-обещания и обновленные фото аварийных деревьев</p>",3,давно очередной писать проблема аварийный дерево улица цветочный напротив дом огромный дерево ветка который практически виснуть провод ряд находиться трансформатор ход который также заблокировать поросль кустарник предыдущий обратиться проблема прислать письмо март текущий год произвести работа опиливание дерево май никакой движение ответственный выполнение распоряжение документ просто писать спокойствие прилагать копия письмо-обещание обновить фото аварийный дерево
"Не 
Работает светофор￼",0,работать светофор
"Подала заявление с 3 до 7 лет, 28 мая, 35 рабочих дней вышло, срок нарушен ,результата нет",10,подать заявление год май рабочий день выйти срок нарушить результат
"<p>Я обращалась к вам по поводу снабжения дома холодной водой, еще раз пишу вам, оно неудовлетворительное. Если кто-то стирает, или еще как пользуется холодной водой, в основном утром и вечером, то холодная вода по стояку течет еле-еле. Это ненормально, чтобы вам не сообщала управляющая компания. А сейчас в течение 2-х недель во втором подъезде нет света, не работает домофон, и никто ничего не делает. Горячую воду отключили на сутки, а до сих пор не подключили. В каком веке мы живем? Кто контролирует работу всех этих служб? &nbsp;С уважением, &nbsp;Димитрова Т.Л.</p>",3,обращаться повод снабжение дом холодный вода писать оно неудовлетворительный стирать пользоваться холодный вода основный утро вечер холодный вода стояк течь еле-еле ненормальный сообщать управлять компания течение неделя второй подъезд свет работать домофон никто ничто делать горячий вода отключить сутки сей пора подключить век жить контролировать работа весь служба уважение
"<p>Добрый день. Крыльцо перед входом в подъезды: 1,2 в неисправном состоянии. Полное разрушение ступеней. Требуется качественное восстановление для безбарьерного доступа жильцов в квартиры. Кроме этого, не осуществляется уборка в МОП (подъезды).</p>",3,крыльцо вход подъезд неисправный состояние полный разрушение ступень требоваться качественный восстановление безбарьерный доступ жилец квартира кроме осуществляться уборка моп подъезд
"Прошу покосить траву, постричь живую изгородь, на территории, находящейся между тротуаром и трамвайными путями от остановки Родина до остановки Лесная по ЧЕТНОЙ СТОРОНЕ. Не возле дороги, а именно между трамвайными путями и пешеходной дорожкой - где растут кусты и заросли травы по пояс. В этих кустах уже свалки мусора - в траве все прячется, а горы мусора растут",16,просить покосить трава постричь живой изгородь территория находиться тротуар трамвайный путь остановка родина остановка лесной четный сторона возле дорога именно трамвайный путь пешеходный дорожка расти куст заросль трава пояс куст свалка мусор трава весь прятаться гора мусор расти
"Прошу организовать регулярную эвакуацию транспортных средств в течение всего рабочего дня с места остановки общественного транспорта Улица Запольная по улице Запольной в сторону улицы 50 лет Октября. Также прошу организовать регулярную уборку снега из заездного кармана и посадочной площадки данной остановки. Оставленные на стоянку транспортные средства в данном месте препятствуют не только уборке снега, но и посадке и высадки пассажиров. Пассажиры ожидают транспорт на проезжей части, маршрутные автобусы занимают при посадке и высадке пассажиров полосу, предназначенную для движения, не имея возможности заехать в карман. Эвакуация транспортных средств с данного участка требует особого внимания.",0,просить организовать регулярный эвакуация транспортный средство течение весь рабочий день место остановка общественный транспорт улица запольный улица запольный сторона улица год октябрь также просить организовать регулярный уборка снег заездный карман посадочный площадка данный остановка оставить стоянка транспортный средство данный место препятствовать уборка снег посадка высадка пассажир пассажир ожидать транспорт проезжий часть маршрутный автобус занимать посадка высадка пассажир полоса предназначить движение иметь возможность заехать карман эвакуация транспортный средство данный участок требовать особый внимание
"<p>Прошу Вас провести работы по благоустройству перекрёстка по ул. Маяковского и ул. Октябрьская. Прошу Вас засеять газоном участки трамвайных путей, также прошу Вас засеять газоном весь участок от пешеходного перехода до РОССИ, вы видели какой беспорядок творится на данном участке, также прошу Вас перекопать участок расположенной около дома 75 и заснять газон. Также надо убрать все тротуары после зимнего перехода, т.е. убрать песок и окурки т.к. окурков очень много. Также пора уже установить урны для раздельного сбора мусора на тротуаре возле пешеходного перехода.&nbsp;</p>",0,просить провести работа благоустройство перекресток улица маяковский улица октябрьский просить засеять газон участок трамвайный путь также просить засеять газон весь участок пешеходный переход росся видеть беспорядок твориться данный участок также просить перекопать участок расположить около дом заснять газон также убрать весь тротуар зимний переход убрать песок окурок окурок также пора установить урна раздельный сбор мусор тротуар возле пешеходный переход
